Instrument,ISIN,ISIX,WKN,Mnemonic,MIC Code,URL,,,,,,,,,,,,,,,,,,,,,,,Start Intraday Auction 10,Start Closing Auction
ELECTRAWINDS SE A,LU0538936351,7822,000A1C4HF,EWI,XETR,http://www.finanzen.at/aktien/Electrawinds-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
COBA AKTIENTREND DTLD R,LU0548799971,133,000ETF1CB,1ATD,XETR,NONE,,,,,,,,,,,,,,,,,,,,,,,,17:30
APERAM S.A.,LU0569974404,1596,000A1H5UL,7AA,XETR,http://www.finanzen.at/aktien/Aperam_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"GRAND CITY PROPERT.EO-,10",LU0775917882,218,000A1JXCV,GYC,XETR,http://www.finanzen.at/aktien/Grand_City_Properties-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"STABILUS S.A. INH. EO-,01",LU1066226637,1734,000A113Q5,STM,XETR,http://www.finanzen.at/aktien/Stabilus-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"3W POWER S.A. EO -,01",LU1072910919,1869,000A114Z9,3W9K,XETR,http://www.finanzen.at/aktien/3W_Power-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"BRAAS MONIER BD.GR.EO-,01",LU1075065190,136,000BMSA01,BMSA,XETR,http://www.finanzen.at/aktien/Braas_Monier-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ADO PROPERTIES S.A. NPV,LU1250154413,796,000A14U78,ADJ,XETR,http://www.finanzen.at/aktien/ADO_Properties-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
CORESTATE CAPITAL HLDG,LU1296758029,356,000A141J3,CCAP,XETR,http://www.finanzen.at/aktien/Corestate_Capital-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"SENVION S.A.     EUR -,01",LU1377527517,2511,000A2AFKW,SEN,XETR,http://www.finanzen.at/aktien/Senvion-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
MYBUCKS SA ORD.REG. EO 1,LU1404975507,2362,000A2AJLT,MBC,XETR,http://www.finanzen.at/aktien/MyBucks-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
BRAAS MONIER BD.GR.TEND.S,LU1498426326,1324,000BMSA02,BMSB,XETR,http://www.finanzen.at/aktien/Braas_Monier_Building_Group-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SOLIDARE REAL E.H.PLC EO1,MT0000580101,1691,000A1JGT0,SRH,XETR,http://www.finanzen.at/aktien/solidare_real_estate-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
KON. KPN NV         EO-04,NL0000009082,655,890963,KPN,XETR,http://www.finanzen.at/aktien/KPN-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"UNILEVER CVA      EO -,16",NL0000009355,11071,000A0JMZB,UNI3,XETR,http://www.finanzen.at/aktien/Unilever_2-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"KONINKL. PHILIPS EO -,20",NL0000009538,17817,940602,PHI1,XETR,http://www.finanzen.at/aktien/Philips-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
AIRBUS GROUP SE,NL0000235190,8099,938914,AIR,XETR,http://www.finanzen.at/aktien/Airbus-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"AD PEPPER MEDIA   EO 0,05",NL0000238145,4187,940883,APM,XETR,http://www.finanzen.at/aktien/ad_pepper_media_International-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"QIAGEN NV         EO -,01",NL0000240000,201,901626,QIA,XETR,http://www.finanzen.at/aktien/QIAGEN-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
AEGON NV (DEMAT.)   EO-12,NL0000303709,2044,000A0JL2Y,AEND,XETR,http://www.finanzen.at/aktien/AEGON-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"FUGRO NV CVA NAM.  EO-,05",NL0000352565,8566,000A0ET3V,F3D,XETR,http://www.finanzen.at/aktien/Fugro-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"NXP SEMICONDUCTORS EO-,20",NL0009538784,2231,000A1C5WJ,VNX,XETR,http://www.finanzen.at/aktien/NXP_Semiconductors-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"ICHOR COAL N.V.    EO-,10",NL0010022307,3788,000A1JQEX,IO0,XETR,http://www.finanzen.at/aktien/Ichor_Coal-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"ASML HOLDING    EO -,09",NL0010273215,756,000A1J4U4,ASME,XETR,http://www.finanzen.at/aktien/ASML-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"RNTS MEDIA N.V.   EO-,10",NL0010315453,1919,000A1J87D,RNM,XETR,http://www.finanzen.at/aktien/RNTS_Media-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
A.H.T. SYNGAS TECH.  EO 1,NL0010872388,1820,000A12AGY,3SQ1,XETR,http://www.finanzen.at/aktien/AHT_Syngas_Technology-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"FIAT CHRYSLER AUTOM. 0,01",NL0010877643,2236,000A12CBU,2FI,XETR,http://www.finanzen.at/aktien/Fiat-Chrysler-Automobiles-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"GRANDVISION N.V.  EO -,02",NL0010937066,2209,000A14M4D,8GV,XETR,http://www.finanzen.at/aktien/GrandVision-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
CATALIS SE           EO 1,NL0011332705,1844,000A14VPL,XAE2,XETR,http://www.finanzen.at/aktien/Catalis_SE_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"STEINHOFF INT.HLDG.EO-,50",NL0011375019,2524,000A14XB9,SNH,XETR,http://www.finanzen.at/aktien/Steinhoff_International-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
FERRARI N.V.,NL0011585146,2394,000A2ACKK,2FE,XETR,http://www.finanzen.at/aktien/Ferrari-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"ING GROEP NV      EO -,01",NL0011821202,1716,000A2ANV3,INN1,XETR,http://www.finanzen.at/aktien/ING-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SHOP APOTHEKE EUROPE INH.,NL0012044747,2698,000A2AR94,SAE,XETR,http://www.finanzen.at/aktien/Shop_Apotheke_Europe_NV-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"MARINE HARVEST ASA NK 7,5",NO0003054108,1070,924848,PND,XETR,http://www.finanzen.at/aktien/Marine_Harvest_AS-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
FRED.OLSEN ENERGY   NK 20,NO0003089005,9353,909635,FOH,XETR,http://www.finanzen.at/aktien/FredOlsen_Energy_As-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
LEROY SEAFOOD GROUP  NK 1,NO0003096208,2001,570796,Z1L,XETR,http://www.finanzen.at/aktien/Leroy_Seafood_Group_ASA-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"ORKLA             NK 1,25",NO0003733800,1071,864042,OKL,XETR,http://www.finanzen.at/aktien/Orkla_AS-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"DNO ASA A         NK -,25",NO0003921009,1211,865623,NK1A,XETR,http://www.finanzen.at/aktien/DNO_International_ASA_(A)-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"NORSK HYDRO ASA  NK 1,098",NO0005052605,815,851908,NOH1,XETR,http://www.finanzen.at/aktien/Norsk_Hydro_ASA-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"OPERA SOFTWARE ASA NK-,02",NO0010040611,1218,000A0BMED,OS3,XETR,http://www.finanzen.at/aktien/Opera_Software_AS-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"STATOIL ASA       NK 2,50",NO0010096985,14563,675213,DNQ,XETR,http://www.finanzen.at/aktien/Statoil_ASA-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"YARA INTERNATIONAL NK1,70",NO0010208051,4292,000A0BL7F,IU2,XETR,http://www.finanzen.at/aktien/Yara_International_ASA-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
BANCORP WEALTH MANAGM.NZ,NZBWME0001S2,1551,000A1KCZL,BW6,XETR,http://www.finanzen.at/aktien/Bancorp_Wealth_Management_New_Zealand-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
CARNIVAL PAIRED CTF,PA1436583006,1957,120100,CVC1,XETR,http://www.finanzen.at/aktien/Carnival_2-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
HENNES + MAURITZ B SK-125,SE0000106270,803,872318,HMSB,XETR,http://www.finanzen.at/aktien/HennesMauritz-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ERICSSON A (FRIA),SE0000108649,1139,857463,ERCG,XETR,http://www.finanzen.at/aktien/Telefon_LMEricsson_A-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ERICSSON B (FRIA),SE0000108656,209,850001,ERCB,XETR,http://www.finanzen.at/aktien/Telefon_LMEricsson-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SVENSKA CELL.B FRIA  SK10,SE0000112724,1997,856193,SCA,XETR,http://www.finanzen.at/aktien/Svenska_Cellulosa-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SWEDISH MATCH,SE0000310336,2230,900439,SWM,XETR,http://www.finanzen.at/aktien/Swedish_Match-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
BOLIDEN AB           SK 2,SE0000869646,4158,983215,BWJ,XETR,http://www.finanzen.at/aktien/Boliden-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ARCAM AB,SE0005676160,1990,000A1XCDW,MAC1,XETR,http://www.finanzen.at/aktien/Arcam-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
TRIG SOCIAL MEDIA AB,SE0006027546,1829,000A116BG,TRIG,XETR,http://www.finanzen.at/aktien/Trig_Social_Media-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"ABB LTD ADR/1 SF 2,50",US0003752047,3837,675089,ABJA,XETR,http://www.finanzen.at/aktien/ABB_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"AGCO CORP.         DL-,01",US0010841023,1982,888282,AGJ,XETR,http://www.finanzen.at/aktien/AGCO-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
AT + T INC.          DL 1,US00206R1023,1073,000A0HL9Z,SOBA,XETR,http://www.finanzen.at/aktien/AT&T-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ABBOTT LABS,US0028241000,2386,850103,ABL,XETR,http://www.finanzen.at/aktien/Abbott_Laboratories-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"ABBVIE INC.        DL-,01",US00287Y1091,1966,000A1J84E,4AB,XETR,http://www.finanzen.at/aktien/AbbVie-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ACCOR SP.ADR NEW 1/5/O.N,US00435F3091,1619,000A14PXZ,ACR1,XETR,http://www.finanzen.at/aktien/Accor_9-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ADIDAS AG ADR 1/2/O.N.,US00687A1079,509,000A0MNCC,ADS1,XETR,http://www.finanzen.at/aktien/adidas_3-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"ADVANCED MIC.DEV.  DL-,01",US0079031078,738,863186,AMD,XETR,http://www.finanzen.at/aktien/AMD-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"AEGON NV EO 0,12 NY REG.1",US0079241032,9072,873131,AENF,XETR,http://www.finanzen.at/aktien/Aegon_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
AIRBUS GROUP SE / ADRS,US0092791005,82,000A1XBMK,AIRA,XETR,http://www.finanzen.at/aktien/Airbus_Unsp_ADR-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
AIXTRON SE ADR REG.-SHS 1,US0096061041,5791,000A0D82P,AIXB,XETR,http://www.finanzen.at/aktien/Aixtron_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"ALEXION PHARMAC. DL-,0001",US0153511094,915,899527,AXP,XETR,http://www.finanzen.at/aktien/Alexion_Pharmaceuticals-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ALIBABA GR.HLDG SP.ADR 1,US01609W1027,2002,000A117ME,AHLA,XETR,http://www.finanzen.at/aktien/Alibaba-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ALLIANZ SE ADR 1/10/O.N.,US0188051017,7802,590811,ALVA,XETR,http://www.finanzen.at/aktien/Allianz_S-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"ALPHABET INC.CL C DL-,001",US02079K1079,1171,000A14Y6H,ABEC,XETR,http://www.finanzen.at/aktien/Alphabet-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"ALPHABET INC.CL.A DL-,001",US02079K3059,246,000A14Y6F,ABEA,XETR,http://www.finanzen.at/aktien/Alphabet_A-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"ALTRIA GRP INC.   DL-,333",US02209S1033,2181,200417,PHM7,XETR,http://www.finanzen.at/aktien/Altria_Group-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"AMAZON.COM INC.    DL-,01",US0231351067,729,906866,AMZ,XETR,http://www.finanzen.at/aktien/Amazon-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
AMERICAN AIRLINES GRP,US02376R1023,2014,000A1W97M,A1G,XETR,http://www.finanzen.at/aktien/American_Airlines_Group-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"AMER. EXPRESS     DL -,20",US0258161092,144,850226,AEC1,XETR,http://www.finanzen.at/aktien/American_Express-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"AMER.INTL GRP NEW DL 2,50",US0268747849,1075,000A0X88Z,AINN,XETR,http://www.finanzen.at/aktien/American_International_Group-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"AMERICAN WATER WKS DL-,01",US0304201033,2241,000A0NJ38,AWC,XETR,http://www.finanzen.at/aktien/American_Water_Works-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"AMGEN INC.       DL-,0001",US0311621009,916,867900,AMG,XETR,http://www.finanzen.at/aktien/Amgen-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ANGLO AMERICAN SP.ADR 1/2,US03485P3001,1560,000A143BR,NGLD,XETR,http://www.finanzen.at/aktien/Anglo_American_4-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
APPLE INC.,US0378331005,709,865985,APC,XETR,http://www.finanzen.at/aktien/Apple-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
APPLIED MATERIALS INC.,US0382221051,442,865177,AP2,XETR,http://www.finanzen.at/aktien/Applied_Materials-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ARCELORMITTAL NY SHS/1 ON,US03938L1044,1582,000A0M70E,ARRC,XETR,http://www.finanzen.at/aktien/ArcelorMittal_2-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ARCHER DANIELS MIDLAND,US0394831020,917,854161,ADM,XETR,http://www.finanzen.at/aktien/Archer_Daniels_Midland-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ARCONIC INC.         DL 1,US03965L1008,1361,000A2ATUW,ALU2,XETR,http://www.finanzen.at/aktien/Alcoa_7-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"AXA UAP ADR 1/EO 2,29",US0545361075,3496,901685,AXAA,XETR,http://www.finanzen.at/aktien/AXA_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
BASF SPONS. ADR 1,US0552625057,5481,936785,BASA,XETR,http://www.finanzen.at/aktien/BASF_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
BHP BILLITON (ADR)/2,US05545E2090,9071,909062,BIL1,XETR,http://www.finanzen.at/aktien/BHP_Billiton_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"BP PLC ADR/6 DL -,25",US0556221044,20029,850518,BSU,XETR,http://www.finanzen.at/aktien/BP_2-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
BNP PARIBAS ADR 1/2/EO 2,US05565A2024,5345,722734,BNPH,XETR,http://www.finanzen.at/aktien/BNP_Paribas__(spons_ADRs)_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"BT GROUP ADR/10 LS 1,15",US05577E1010,1959,766433,BTQA,XETR,http://www.finanzen.at/aktien/BT_Group-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
BYD CO. LTD ADR/2 YC 1,US05606L1008,7024,000A0X9JE,BY6A,XETR,http://www.finanzen.at/aktien/BYD_Company-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"BAIDU INC.A ADR DL-,00005",US0567521085,919,000A0F5DE,B1C,XETR,http://www.finanzen.at/aktien/Baiducom-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
BAKER HUGHES INC.    DL 1,US0572241075,1586,872933,BHU,XETR,http://www.finanzen.at/aktien/Baker_Hughes-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"BCO BIL.VIZ.ARG.ADR EO,-4",US05946K1016,15959,876152,BBVA,XETR,http://www.finanzen.at/aktien/Banco_Bilbao_Vizcaya_Argentaria_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
BCO SANTANDER ADR 1,US05964H1059,8872,873816,BSDK,XETR,http://www.finanzen.at/aktien/Banco_Santander_Central_Hispano_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"BANK AMERICA      DL 0,01",US0605051046,2593,858388,NCB,XETR,http://www.finanzen.at/aktien/Bank_of_America-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"BARCLAYS PLC ADR/4 LS-,25",US06738E2046,8753,911762,BCY2,XETR,http://www.finanzen.at/aktien/Barclays_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
BAXTER INTL          DL 1,US0718131099,3249,853815,BTL,XETR,http://www.finanzen.at/aktien/Baxter_International-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
BAYER ADR,US0727303028,5291,879501,BAYA,XETR,http://www.finanzen.at/aktien/Bayer_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"BAY.MOT.WERK.ADR 0,3333",US0727433056,1663,000A2AMU2,BMWB,XETR,http://www.finanzen.at/aktien/Bayerische_Motoren_Werke-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
BEIERSDORF UNSP.ADR 1/5,US07724U1034,1108,000A116VV,BEIA,XETR,http://www.finanzen.at/aktien/Beiersdorf_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
BERKSHIRE HATHAWAY A DL 5,US0846701086,2391,854075,BRH,XETR,http://www.finanzen.at/aktien/Berkshire_Hathaway-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"BERKSH. H.B NEW DL-,00333",US0846707026,7161,000A0YJQ2,BRYN,XETR,http://www.finanzen.at/aktien/Berkshire_Hathaway_B-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"BHP BILLI.SP.ADR 2/DL-,50",US0886061086,520,863578,BHP,XETR,http://www.finanzen.at/aktien/BHP_Billiton_2-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"BIOGEN INC. DL -,0005",US09062X1037,708,789617,IDP,XETR,http://www.finanzen.at/aktien/Biogen-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"BLACKROCK  CL. A DL -,01",US09247X1019,2747,928193,BLQA,XETR,http://www.finanzen.at/aktien/BlackRock-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
BOEING CO.           DL 5,US0970231058,669,850471,BCO,XETR,http://www.finanzen.at/aktien/Boeing-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
BRISTOL-MYERS SQUIBBDL-10,US1101221083,921,850501,BRM,XETR,http://www.finanzen.at/aktien/Bristol-Myers_Squibb-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
CANON INC. ADR/1 O.N.,US1380063099,6960,866490,CNNA,XETR,http://www.finanzen.at/aktien/CANON_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
CATERPILLAR INC.     DL 1,US1491231015,914,850598,CAT1,XETR,http://www.finanzen.at/aktien/Caterpillar-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"CELGENE CORP.      DL-,01",US1510201049,702,881244,CG3,XETR,http://www.finanzen.at/aktien/Celgene-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"CHEVRON CORP.      DL-,75",US1667641005,1080,852552,CHV,XETR,http://www.finanzen.at/aktien/Chevron-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
CHINA MOBILE LTD.   ADR/5,US16941M1099,513,909571,CTMA,XETR,http://www.finanzen.at/aktien/China_Mobile_(Hong_Kong)_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
CHURCH + DWIGHT CO. DL 1,US1713401024,922,864371,CXU,XETR,http://www.finanzen.at/aktien/ChurchDwight-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"CISCO SYSTEMS    DL-,001",US17275R1023,627,878841,CIS,XETR,http://www.finanzen.at/aktien/Cisco_Systems-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"CITIGROUP INC.NEW DL -,01",US1729674242,1206,000A1H92V,TRVC,XETR,http://www.finanzen.at/aktien/Citigroup-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"COCA-COLA CO.      DL-,25",US1912161007,620,850663,CCC3,XETR,http://www.finanzen.at/aktien/Coca-Cola-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
COLGATE-PALMOLIVE    DL 1,US1941621039,618,850667,CPA,XETR,http://www.finanzen.at/aktien/Colgate-Palmolive-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
COMMERZBK AG SPONS.ADR,US2025976059,3913,000CB0L03,ZZMS,XETR,http://www.finanzen.at/aktien/Commerzbank_6-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"CONOCOPHILLIPS     DL-,01",US20825C1045,721,575302,YCP,XETR,http://www.finanzen.at/aktien/ConocoPhillips-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"CORNING INC.      DL -,50",US2193501051,3412,850808,GLW,XETR,http://www.finanzen.at/aktien/Corning-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
CREDIT SUISSE GP AG ADR 1,US2254011081,5153,911778,CSX1,XETR,http://www.finanzen.at/aktien/Credit_Suisse_Grou-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
DAIMLER AG SPON.ADR 1,US2338251083,12273,000A1H5BV,DAIC,XETR,http://www.finanzen.at/aktien/Daimler_4-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"DANAHER CORP.      DL-,01",US2358511028,4007,866197,DAP,XETR,http://www.finanzen.at/aktien/Danaher-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
DANONE S.A. ADR 1/5/O.N.,US23636T1007,6,000A0RM3A,BSND,XETR,http://www.finanzen.at/aktien/DANONE__Sponosored_American_Deposit_Repr_1_5_Sh-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
DEERE CO.            DL 1,US2441991054,1082,850866,DCO,XETR,http://www.finanzen.at/aktien/DeereCo_(John_Deere)-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
DEUTSCHE BOERSE ADR 1/10,US2515421061,4524,000A0REPB,63DA,XETR,http://www.finanzen.at/aktien/Deutsche_Boerse_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
LUFTHANSA AG DM 5 ADR 1,US2515613048,1529,910979,LHAB,XETR,http://www.finanzen.at/aktien/Deutsche_Lufthansa-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
DEUTSCHE TELEKOM ADR 1,US2515661054,5009,879530,DTEA,XETR,http://www.finanzen.at/aktien/Deutsche_Telekom_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
DEUTSCHE POST SPONS.ADR 1,US25157Y2028,7064,000A0YF81,DPWA,XETR,http://www.finanzen.at/aktien/Deutsche_Post_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"DIEBOLD INC.      DL 1,25",US2536511031,1413,856244,DBD,XETR,http://www.finanzen.at/aktien/Diebold-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
DISNEY (WALT) CO.,US2546871060,1384,855686,WDP,XETR,http://www.finanzen.at/aktien/Walt_Disney-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"DOW CHEM.         DL 2,50",US2605431038,4008,850917,DCH1,XETR,http://www.finanzen.at/aktien/Dow_Chemical-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"DU PONT NEMOURS  DL -,30",US2635341090,578,852046,DUP,XETR,http://www.finanzen.at/aktien/DuPont-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ENI S.P.A. ADR/2 EO 1,US26874R1086,15625,898285,ENI1,XETR,http://www.finanzen.at/aktien/ENI_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
E.ON SE O.N. ADR,US2687801033,4476,909855,EOAA,XETR,http://www.finanzen.at/aktien/EON_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"EBAY INC.         DL-,001",US2786421030,1309,916529,EBA,XETR,http://www.finanzen.at/aktien/eBay-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"EL. ARTS INC.      DL-,01",US2855121099,1086,878372,ERT,XETR,http://www.finanzen.at/aktien/Electronic_Arts-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ENEL S.P.A. ADR      EO 1,US29265W2070,7265,000A0NCV1,ENLA,XETR,http://www.finanzen.at/aktien/ENEL_Ente_Nazionale_per_LEnergia_Elettrica_SPA__Un-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ERICSSON B ADR,US2948216088,6377,765913,ERCA,XETR,http://www.finanzen.at/aktien/Telefon_AB_LMEricsson_(B)_(spons_ADRs)-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
EVOTEC AG ADR/2 O.N.,US30050E1055,7321,000A0QZ3J,EVTA,XETR,http://www.finanzen.at/aktien/Evotec_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
EXXON MOBIL CORP.,US30231G1022,140,852549,XONA,XETR,http://www.finanzen.at/aktien/Exxon_Mobil-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"FACEBOOK INC.A DL-,000006",US30303M1027,1539,000A1JWVX,FB2A,XETR,http://www.finanzen.at/aktien/facebook-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"FEDEX CORP.        DL-,10",US31428X1063,4009,912029,FDX,XETR,http://www.finanzen.at/aktien/FedEx-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"FIRST SOLAR INC. D -,001",US3364331070,12520,000A0LEKM,F3A,XETR,http://www.finanzen.at/aktien/First_Solar-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"FITBIT A         DL-,0001",US33812L1026,2523,000A14S7U,5FB,XETR,http://www.finanzen.at/aktien/Fitbit-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
